block	pop	Singletons	Doubletons	MAC=3-5	MAC=6-10	MAC=11-20	MAC=21-MAF=0.5%	MAF=0.5%-1%	fun	rep	data
69	SAS	105	33.0000000000001	26.0000000000001	8.99999999999999	16	8.99999999999999	1	fun	.	gnomAD functional
7	SAS	326	99.9999999999998	96.9999999999998	35	23	41	3	fun	.	gnomAD functional
70	SAS	153	53	34.9999999999999	16	10	25	2	fun	.	gnomAD functional
71	SAS	524	146	129	71	41	55	9	fun	.	gnomAD functional
72	SAS	99.9999999999999	24.9999999999999	21.9999999999999	12	6.99999999999999	15	0	fun	.	gnomAD functional
73	SAS	194	54.9999999999999	41.0000000000001	21	14	21	0	fun	.	gnomAD functional
74	SAS	262	78.9999999999999	78.0000000000002	30	27	28	7.00000000000002	fun	.	gnomAD functional
75	SAS	227	61.0000000000002	46.0000000000001	25	28	30	4	fun	.	gnomAD functional
76	SAS	240	80.9999999999998	58.0000000000001	33	20	22	3	fun	.	gnomAD functional
77	SAS	228	56.9999999999998	48.9999999999998	29	20	33	3	fun	.	gnomAD functional
78	SAS	288	74	64.9999999999998	30	21	26	9.00000000000002	fun	.	gnomAD functional
79	SAS	423	131	104	57	36	59	9.00000000000004	fun	.	gnomAD functional
80	SAS	231	76	60.0000000000002	32	18	22	3	fun	.	gnomAD functional
81	SAS	176	54	42	25	16	30	3.99999999999998	fun	.	gnomAD functional
82	SAS	77	21	17	10	6	14	1	fun	.	gnomAD functional
83	SAS	46	14	12	10	5	5	0	fun	.	gnomAD functional
84	SAS	65	20	15	10	5	2	1	fun	.	gnomAD functional
85	SAS	182	58	50.0000000000002	29	20	28	6.00000000000001	fun	.	gnomAD functional
86	SAS	173	37.0000000000001	35.0000000000001	24	12	18	3	fun	.	gnomAD functional
87	SAS	115	31	31	15	4	9	0	fun	.	gnomAD functional
88	SAS	108	27	19	16	6	16	1	fun	.	gnomAD functional
89	SAS	28	12	6	2	0	2	0	fun	.	gnomAD functional
9	SAS	169	49.9999999999999	51.9999999999999	33	17	31	0.999999999999999	fun	.	gnomAD functional
90	SAS	106	25.9999999999999	21.9999999999999	13	10	16	4	fun	.	gnomAD functional
91	SAS	61	15	18	7	1	7	0	fun	.	gnomAD functional
93	SAS	51	19	12	11	1	2	1	fun	.	gnomAD functional
94	SAS	99	29	24.9999999999999	8	7	9.99999999999999	0	fun	.	gnomAD functional
95	SAS	206	64.0000000000001	60.0000000000001	32	18	29	6.00000000000001	fun	.	gnomAD functional
96	SAS	159	46	44	22	12	21	2	fun	.	gnomAD functional
97	SAS	95	37	57.0000000000001	26	13	20	2.99999999999999	fun	.	gnomAD functional
98	SAS	228	60.0000000000002	84.0000000000002	24	22	20	4.99999999999998	fun	.	gnomAD functional
99	SAS	259	80	57.9999999999998	29	21	15	2	fun	.	gnomAD functional
0	AFR	77	16	24	13	5	16	2	syn	.	gnomAD synonymous
1	AFR	106	28.0000000000001	28.0000000000001	18	5	17	5	syn	.	gnomAD synonymous
10	AFR	76	21	22	15	5	17	5	syn	.	gnomAD synonymous
100	AFR	151	51.9999999999998	38.9999999999999	17	7.00000000000001	28	5.99999999999998	syn	.	gnomAD synonymous
101	AFR	102	29	21	12	5.99999999999999	16	12	syn	.	gnomAD synonymous
102	AFR	90.0000000000001	27.9999999999999	23	8	11	10	5.00000000000001	syn	.	gnomAD synonymous
103	AFR	42	13	10	7	2	5	3	syn	.	gnomAD synonymous
104	AFR	36	14	8	8	0.999999999999996	9.99999999999996	0.999999999999996	syn	.	gnomAD synonymous
105	AFR	289	86.0000000000001	63.0000000000001	29	31	42	14	syn	.	gnomAD synonymous
106	AFR	331	78	81.9999999999999	31	22	30	15	syn	.	gnomAD synonymous
11	AFR	81	17	23	7	5	10	1	syn	.	gnomAD synonymous
12	AFR	54	19	10	5	6	11	4	syn	.	gnomAD synonymous
13	AFR	151	45.0000000000001	32	23	22	25	8	syn	.	gnomAD synonymous
14	AFR	254	62	55.9999999999998	28	23	29	9.99999999999998	syn	.	gnomAD synonymous
15	AFR	179	68.9999999999998	73.0000000000001	33	24	35	17	syn	.	gnomAD synonymous
16	AFR	221	62.9999999999999	53.0000000000002	23	19	20	7.99999999999998	syn	.	gnomAD synonymous
18	AFR	164	54.0000000000001	37.9999999999999	21	14	19	10	syn	.	gnomAD synonymous
19	AFR	133	40.9999999999999	42.0000000000001	21	13	19	4	syn	.	gnomAD synonymous
2	AFR	80	21.9999999999999	24	17	11	10	4.00000000000001	syn	.	gnomAD synonymous
20	AFR	85.9999999999999	18.9999999999999	16	12	6	17	7	syn	.	gnomAD synonymous
21	AFR	46	12	9.99999999999998	4	9	6	3	syn	.	gnomAD synonymous
22	AFR	46	22	14	9	4	10	2	syn	.	gnomAD synonymous
24	AFR	48	8	9	7	4	5	1	syn	.	gnomAD synonymous
25	AFR	167	44.0000000000001	39.9999999999999	17	11	15	3.99999999999999	syn	.	gnomAD synonymous
26	AFR	171	46.0000000000001	50.0000000000002	17	24	25	7.99999999999998	syn	.	gnomAD synonymous
27	AFR	138	34	30	22	15	26	11	syn	.	gnomAD synonymous
28	AFR	330	84.0000000000003	63	40	26	39	16	syn	.	gnomAD synonymous
29	AFR	67	27.0000000000001	23	10	3	7	2	syn	.	gnomAD synonymous
3	AFR	282	67.0000000000002	59	33	32	36	16	syn	.	gnomAD synonymous
30	AFR	168	47	37.0000000000001	20	15	16	3	syn	.	gnomAD synonymous
31	AFR	428	122	118	46	36	50	16	syn	.	gnomAD synonymous
32	AFR	174	59.9999999999998	53.9999999999999	23	9.99999999999998	24	13	syn	.	gnomAD synonymous
33	AFR	338	102	74.9999999999998	39	32	34	15	syn	.	gnomAD synonymous
34	AFR	204	58.0000000000002	42.9999999999998	25	21	16	8	syn	.	gnomAD synonymous
35	AFR	39	11	13	5	5	8	3	syn	.	gnomAD synonymous
36	AFR	207	71.0000000000001	53.0000000000002	19	7.99999999999998	20	7.00000000000001	syn	.	gnomAD synonymous
37	AFR	129	46	24	22	13	23	4.99999999999999	syn	.	gnomAD synonymous
38	AFR	278	74.9999999999998	61	18	34	32	19	syn	.	gnomAD synonymous
39	AFR	133	30	46.0000000000001	18	8.99999999999999	15	8.99999999999999	syn	.	gnomAD synonymous
4	AFR	71.0000000000001	20	26.0000000000001	5	3	7	2	syn	.	gnomAD synonymous
40	AFR	125	41.9999999999999	33.9999999999999	10	10	21	6	syn	.	gnomAD synonymous
41	AFR	138	44.9999999999999	33	16	17	26	5.00000000000001	syn	.	gnomAD synonymous
42	AFR	224	66.9999999999999	59	25	23	39	13	syn	.	gnomAD synonymous
43	AFR	129	42.0000000000001	30.9999999999999	20	14	17	6.00000000000001	syn	.	gnomAD synonymous
44	AFR	179	41	46	20	20	32	9	syn	.	gnomAD synonymous
45	AFR	258	82	64.0000000000002	26	17	26	12	syn	.	gnomAD synonymous
46	AFR	279	97.9999999999999	68	33	25	35	14	syn	.	gnomAD synonymous
47	AFR	102	36.0000000000001	25	15	6	16	2	syn	.	gnomAD synonymous
48	AFR	123	35	25.9999999999999	16	8.99999999999999	12	5	syn	.	gnomAD synonymous
49	AFR	89.0000000000001	19	16	13	4	15	2.99999999999999	syn	.	gnomAD synonymous
5	AFR	178	40.9999999999999	51	28	20	19	6	syn	.	gnomAD synonymous
51	AFR	38	12	7	6	4	4	2	syn	.	gnomAD synonymous
52	AFR	45	9.99999999999996	5	9.99999999999996	3	3	2	syn	.	gnomAD synonymous
53	AFR	40	8.00000000000003	16	4	0	3	2	syn	.	gnomAD synonymous
54	AFR	36	11	7	9	3	0.999999999999997	2	syn	.	gnomAD synonymous
55	AFR	139	43	41	17	11	23	12	syn	.	gnomAD synonymous
56	AFR	43	11	6	6	3	3	1	syn	.	gnomAD synonymous
58	AFR	164	50.0000000000001	36	13	14	18	9	syn	.	gnomAD synonymous
59	AFR	105	25.9999999999999	27	12	9	17	8	syn	.	gnomAD synonymous
6	AFR	118	39	42	14	9.00000000000001	13	8.00000000000001	syn	.	gnomAD synonymous
60	AFR	362	112	74	47	27	42	16	syn	.	gnomAD synonymous
61	AFR	402	91.9999999999997	98.0000000000003	46	31	52	19	syn	.	gnomAD synonymous
62	AFR	400	115	103	36	38	48	24	syn	.	gnomAD synonymous
63	AFR	336	90.9999999999997	84.9999999999997	56	29	55	18	syn	.	gnomAD synonymous
64	AFR	224	62	36	19	23	27	10	syn	.	gnomAD synonymous
65	AFR	203	62.9999999999998	51	31	36	50	18	syn	.	gnomAD synonymous
66	AFR	457	125	107	57	34	39	12	syn	.	gnomAD synonymous
67	AFR	221	62	55	25	28	30	10	syn	.	gnomAD synonymous
68	AFR	215	60.9999999999999	48	29	16	27	20	syn	.	gnomAD synonymous
69	AFR	64	22.9999999999999	14	8	2	6	6	syn	.	gnomAD synonymous
7	AFR	263	63.0000000000001	73.0000000000001	26	23	20	5.99999999999998	syn	.	gnomAD synonymous
70	AFR	98	26	26.9999999999999	10	8.00000000000001	13	7.00000000000001	syn	.	gnomAD synonymous
71	AFR	336	112	82.0000000000003	39	33	49	16	syn	.	gnomAD synonymous
72	AFR	58	26.9999999999999	20	7	5.99999999999999	11	2	syn	.	gnomAD synonymous
73	AFR	127	37.0000000000001	44.0000000000001	16	9.00000000000001	19	12	syn	.	gnomAD synonymous
74	AFR	165	43.0000000000001	53.9999999999999	36	17	22	6.00000000000001	syn	.	gnomAD synonymous
75	AFR	146	32	30	16	12	19	12	syn	.	gnomAD synonymous
76	AFR	190	52.9999999999998	38.9999999999998	22	14	24	4	syn	.	gnomAD synonymous
77	AFR	138	45	39.9999999999999	17	8	19	8	syn	.	gnomAD synonymous
78	AFR	204	65	57.9999999999999	23	12	22	9.99999999999998	syn	.	gnomAD synonymous
79	AFR	296	73.0000000000001	72.0000000000003	35	27	50	11	syn	.	gnomAD synonymous
80	AFR	157	41	38.0000000000001	21	17	19	8.99999999999999	syn	.	gnomAD synonymous
81	AFR	133	36.0000000000001	44.9999999999999	20	18	13	10	syn	.	gnomAD synonymous
82	AFR	53	18	16	10	4	9	2	syn	.	gnomAD synonymous
83	AFR	48	10	10	7	1	5	1	syn	.	gnomAD synonymous
84	AFR	39	11	3	6	5	2	1	syn	.	gnomAD synonymous
85	AFR	101	33.0000000000001	27	18	20	16	9.99999999999999	syn	.	gnomAD synonymous
86	AFR	95	24	24.9999999999999	15	8	6.99999999999999	8	syn	.	gnomAD synonymous
87	AFR	67.9999999999999	23.0000000000001	15.0000000000001	9.99999999999999	5.99999999999999	5.99999999999999	0.999999999999999	syn	.	gnomAD synonymous
88	AFR	79.0000000000001	26	21.0000000000001	17	5.00000000000001	12	5.00000000000001	syn	.	gnomAD synonymous
89	AFR	26	3	5	4	1	1	2	syn	.	gnomAD synonymous
9	AFR	147	33	41.0000000000001	22	2.99999999999999	11	6.00000000000001	syn	.	gnomAD synonymous
90	AFR	60.9999999999999	18	14	6	9.99999999999999	9	6	syn	.	gnomAD synonymous
91	AFR	40	9	6	7	5	4	3	syn	.	gnomAD synonymous
93	AFR	40	9.99999999999998	9	0	3	5	2	syn	.	gnomAD synonymous
94	AFR	64.0000000000001	14	14	5.99999999999999	2	5.99999999999999	1	syn	.	gnomAD synonymous
95	AFR	170	53	42.9999999999998	22	18	26	14	syn	.	gnomAD synonymous
96	AFR	108	36.0000000000001	30.0000000000001	15	15	13	14	syn	.	gnomAD synonymous
97	AFR	88	39	35	6	11	19	4	syn	.	gnomAD synonymous
98	AFR	162	45	42	22	12	21	18	syn	.	gnomAD synonymous
99	AFR	152	43.9999999999999	32	12	16	27	15	syn	.	gnomAD synonymous
0	EAS	75	14	11	9	6.00000000000001	6.00000000000001	0	syn	.	gnomAD synonymous
1	EAS	92	21.0000000000001	21.9999999999999	15	5.99999999999999	11	4.00000000000001	syn	.	gnomAD synonymous
10	EAS	66	15	18	14	5.99999999999999	8.00000000000001	1	syn	.	gnomAD synonymous
100	EAS	168	41.9999999999999	35	23	7.99999999999999	16	2	syn	.	gnomAD synonymous
101	EAS	107	25	17	14	8	10	2	syn	.	gnomAD synonymous
102	EAS	79	22.0000000000001	16	10	3	8	3	syn	.	gnomAD synonymous
103	EAS	46	9.99999999999997	11	7	0.999999999999997	2	0.999999999999997	syn	.	gnomAD synonymous
104	EAS	42	7.99999999999999	7	1	3	1	0	syn	.	gnomAD synonymous
105	EAS	293	64.9999999999999	64.9999999999999	30	24	18	0.999999999999997	syn	.	gnomAD synonymous
106	EAS	274	55	60.9999999999999	22	21	24	9.00000000000001	syn	.	gnomAD synonymous
11	EAS	65.9999999999999	21	18.0000000000001	11	9	11	0	syn	.	gnomAD synonymous
12	EAS	61	13	15	13	5.99999999999999	7	0	syn	.	gnomAD synonymous
13	EAS	144	43	44	15	4.99999999999999	7.99999999999999	3	syn	.	gnomAD synonymous
14	EAS	223	53.0000000000001	55.0000000000002	28	22	23	1	syn	.	gnomAD synonymous
15	EAS	168	71.9999999999999	48	28	27	17	4.00000000000001	syn	.	gnomAD synonymous
16	EAS	216	43	62.9999999999999	20	19	18	4	syn	.	gnomAD synonymous
18	EAS	156	38.0000000000001	46	21	14	12	3	syn	.	gnomAD synonymous
19	EAS	132	32	33.9999999999999	23	8.99999999999999	8.99999999999999	2.99999999999999	syn	.	gnomAD synonymous
2	EAS	82.9999999999999	23	23	10	6	6	4	syn	.	gnomAD synonymous
20	EAS	79.0000000000001	24	11	12	7.99999999999999	7.99999999999999	2.00000000000001	syn	.	gnomAD synonymous
21	EAS	46	10	5	4	6	5	1	syn	.	gnomAD synonymous
22	EAS	58	14	11	5	6	2	1	syn	.	gnomAD synonymous
24	EAS	37	10	13	3	3	3	1	syn	.	gnomAD synonymous
25	EAS	128	45	38.9999999999999	15	13	11	4.00000000000001	syn	.	gnomAD synonymous
26	EAS	207	51.0000000000002	46.9999999999999	32	8	16	1	syn	.	gnomAD synonymous
27	EAS	143	38.0000000000001	34.0000000000001	13	14	16	4.00000000000001	syn	.	gnomAD synonymous
28	EAS	325	61.9999999999997	65.0000000000001	25	15	14	7.00000000000002	syn	.	gnomAD synonymous
29	EAS	77.9999999999999	16	11	6.00000000000001	8.99999999999999	7.00000000000001	1	syn	.	gnomAD synonymous
3	EAS	263	63	70.9999999999998	32	21	29	2	syn	.	gnomAD synonymous
30	EAS	160	47	34.9999999999999	20	12	15	3.99999999999999	syn	.	gnomAD synonymous
31	EAS	436	105	83.9999999999997	51	35	24	9.00000000000002	syn	.	gnomAD synonymous
32	EAS	178	47.9999999999999	42	21	17	16	3.99999999999999	syn	.	gnomAD synonymous
33	EAS	345	65.9999999999998	78.9999999999998	45	15	20	7.00000000000003	syn	.	gnomAD synonymous
34	EAS	222	44.9999999999999	40.9999999999999	22	14	15	3	syn	.	gnomAD synonymous
35	EAS	47	10	9	4	2	4	1	syn	.	gnomAD synonymous
36	EAS	148	47.0000000000001	48	15	18	11	4.00000000000001	syn	.	gnomAD synonymous
37	EAS	124	26.9999999999999	24	11	11	13	0.999999999999999	syn	.	gnomAD synonymous
38	EAS	238	63.9999999999999	63.9999999999999	34	22	18	0	syn	.	gnomAD synonymous
39	EAS	108	25.0000000000001	38	11	4	8.99999999999999	2	syn	.	gnomAD synonymous
4	EAS	78	26	9	6.00000000000001	1	6.00000000000001	0	syn	.	gnomAD synonymous
40	EAS	126	25.9999999999999	31.0000000000001	16	10	7	2	syn	.	gnomAD synonymous
41	EAS	132	28.0000000000001	32.9999999999999	16	11	15	4	syn	.	gnomAD synonymous
42	EAS	220	65.9999999999999	52.0000000000002	24	19	23	9.99999999999998	syn	.	gnomAD synonymous
43	EAS	126	23	30	13	10	18	3	syn	.	gnomAD synonymous
44	EAS	183	39.0000000000001	50.0000000000001	21	15	9.00000000000001	3	syn	.	gnomAD synonymous
45	EAS	213	73.9999999999999	41.9999999999999	30	13	22	3	syn	.	gnomAD synonymous
46	EAS	274	51.9999999999999	80.0000000000003	42	20	18	5	syn	.	gnomAD synonymous
47	EAS	81	21	25	9.00000000000001	14	7.00000000000001	1	syn	.	gnomAD synonymous
48	EAS	98	28	27.0000000000001	14	10	12	3	syn	.	gnomAD synonymous
49	EAS	65	18.0000000000001	16.9999999999999	10	7.99999999999999	7.99999999999999	3	syn	.	gnomAD synonymous
5	EAS	216	52	53.0000000000001	21	16	12	0	syn	.	gnomAD synonymous
51	EAS	26	9.00000000000002	6.99999999999999	4	3	4	0	syn	.	gnomAD synonymous
52	EAS	37	6	6	3	2	6	0	syn	.	gnomAD synonymous
53	EAS	36	5	8.99999999999997	4	3	5	0	syn	.	gnomAD synonymous
54	EAS	26	9	5	5	3	2	0	syn	.	gnomAD synonymous
55	EAS	132	35	31	12	16	12	5	syn	.	gnomAD synonymous
56	EAS	41	5.99999999999998	1	1	3	4	0	syn	.	gnomAD synonymous
58	EAS	148	29.0000000000001	41	17	14	7.00000000000001	3	syn	.	gnomAD synonymous
59	EAS	91.0000000000001	24	31	12	10	6.00000000000001	3	syn	.	gnomAD synonymous
6	EAS	132	32	37.9999999999999	11	10	8.00000000000001	2	syn	.	gnomAD synonymous
60	EAS	334	77	87.0000000000001	34	22	26	11	syn	.	gnomAD synonymous
61	EAS	377	100	91.0000000000001	46	34	29	8	syn	.	gnomAD synonymous
62	EAS	328	103	65	39	30	33	3	syn	.	gnomAD synonymous
63	EAS	309	68	72.9999999999997	33	26	30	7.00000000000003	syn	.	gnomAD synonymous
64	EAS	227	43.0000000000001	52.0000000000001	27	22	14	2	syn	.	gnomAD synonymous
65	EAS	215	41.9999999999999	52	28	18	25	1	syn	.	gnomAD synonymous
66	EAS	419	104	101	52	34	34	4	syn	.	gnomAD synonymous
67	EAS	206	57.9999999999998	49.9999999999999	24	11	19	1	syn	.	gnomAD synonymous
68	EAS	219	43.0000000000002	56	26	17	13	4	syn	.	gnomAD synonymous
69	EAS	68	8	15	8	3	9	0	syn	.	gnomAD synonymous
7	EAS	239	65.9999999999999	67.0000000000001	32	26	20	0	syn	.	gnomAD synonymous
70	EAS	82	25	15	14	8.00000000000001	9	2	syn	.	gnomAD synonymous
71	EAS	343	74.0000000000001	68	41	23	23	0.999999999999999	syn	.	gnomAD synonymous
72	EAS	76	13	12	6	3	4	2	syn	.	gnomAD synonymous
73	EAS	126	36.0000000000001	31.9999999999999	20	7	6.00000000000001	2	syn	.	gnomAD synonymous
74	EAS	185	42	42.9999999999998	21	15	12	2	syn	.	gnomAD synonymous
75	EAS	145	31.0000000000001	34.0000000000001	14	15	16	3.99999999999999	syn	.	gnomAD synonymous
76	EAS	179	30.9999999999999	29	23	10	15	3.99999999999999	syn	.	gnomAD synonymous
77	EAS	129	33	39.0000000000001	17	12	20	1	syn	.	gnomAD synonymous
78	EAS	185	46.9999999999999	46.9999999999999	28	11	15	0	syn	.	gnomAD synonymous
79	EAS	294	71	58.0000000000001	43	20	31	6	syn	.	gnomAD synonymous
80	EAS	147	32	42.9999999999999	13	18	15	2	syn	.	gnomAD synonymous
81	EAS	119	34.9999999999999	36	12	13	14	1	syn	.	gnomAD synonymous
82	EAS	49	12	12	7	5	2	0	syn	.	gnomAD synonymous
83	EAS	25	8.00000000000003	12	3	4	4	0	syn	.	gnomAD synonymous
84	EAS	24	17	9.99999999999999	5	2	0.999999999999999	0	syn	.	gnomAD synonymous
85	EAS	109	30.0000000000001	39.9999999999999	15	14	13	5	syn	.	gnomAD synonymous
86	EAS	93.0000000000001	27	19	12	4.99999999999999	4.99999999999999	0	syn	.	gnomAD synonymous
87	EAS	76	22.0000000000001	19	9	7	4	0	syn	.	gnomAD synonymous
88	EAS	90	21.9999999999999	23	8.00000000000001	6.00000000000001	11	1	syn	.	gnomAD synonymous
89	EAS	18	4	6.99999999999998	3	3	0.999999999999998	0.999999999999998	syn	.	gnomAD synonymous
9	EAS	116	38.0000000000001	33.9999999999999	15	7.99999999999999	14	0.999999999999999	syn	.	gnomAD synonymous
90	EAS	56.9999999999999	14	14	8	4	7.00000000000001	2	syn	.	gnomAD synonymous
91	EAS	38	10	9.00000000000001	5	2	5	0	syn	.	gnomAD synonymous
93	EAS	33	5	1	1	3	1	0	syn	.	gnomAD synonymous
94	EAS	63	20	12	6	7	4	1	syn	.	gnomAD synonymous
95	EAS	146	46.0000000000001	38	23	13	25	5	syn	.	gnomAD synonymous
96	EAS	101	19	16	16	14	8	6	syn	.	gnomAD synonymous
97	EAS	84	31.9999999999999	24	24	11	18	4.99999999999999	syn	.	gnomAD synonymous
98	EAS	159	37	35.0000000000001	15	20	15	1	syn	.	gnomAD synonymous
99	EAS	151	34.9999999999999	38	17	13	10	2	syn	.	gnomAD synonymous
0	NFE	159	59	69.0000000000001	38	22	29	3	syn	.	gnomAD synonymous
1	NFE	235	89.9999999999999	89.0000000000001	38	22	22	3	syn	.	gnomAD synonymous
10	NFE	191	80.9999999999999	73.9999999999999	32	19	23	0	syn	.	gnomAD synonymous
100	NFE	469	134	129	57	29	34	6	syn	.	gnomAD synonymous
101	NFE	297	96.0000000000003	86.9999999999998	47	20	29	2	syn	.	gnomAD synonymous
102	NFE	283	77.9999999999999	63.0000000000002	24	24	27	4	syn	.	gnomAD synonymous
103	NFE	127	36	18	6.00000000000001	12	16	2.99999999999999	syn	.	gnomAD synonymous
104	NFE	130	36.9999999999999	27.9999999999999	6.99999999999999	12	8.00000000000001	1	syn	.	gnomAD synonymous
105	NFE	901	258.999999999999	206	86	46	74	11	syn	.	gnomAD synonymous
106	NFE	782	207	229	83.9999999999999	43.9999999999999	91	3	syn	.	gnomAD synonymous
11	NFE	144	53.0000000000002	61.9999999999999	29	10	23	1	syn	.	gnomAD synonymous
12	NFE	135	44	48.9999999999999	28.0000000000001	9.99999999999999	8	0.999999999999999	syn	.	gnomAD synonymous
13	NFE	374	108	147	71	31	36	0.999999999999998	syn	.	gnomAD synonymous
14	NFE	599	158	204	90.0000000000001	46	69	6	syn	.	gnomAD synonymous
15	NFE	414	147	168	86	55	50	2	syn	.	gnomAD synonymous
16	NFE	486	153	165	74	49	46	2	syn	.	gnomAD synonymous
18	NFE	398	137	138	68	37	31	3	syn	.	gnomAD synonymous
19	NFE	331	142	102	47	25	40	4	syn	.	gnomAD synonymous
2	NFE	214	79.9999999999999	78	36	12	24	0	syn	.	gnomAD synonymous
20	NFE	211	70.9999999999998	82.0000000000001	33	16	30	1	syn	.	gnomAD synonymous
21	NFE	133	48	40.0000000000001	15	7.99999999999999	13	2	syn	.	gnomAD synonymous
22	NFE	167	29	45.0000000000001	21	11	14	5.00000000000001	syn	.	gnomAD synonymous
24	NFE	128	32	50	13	9.99999999999999	14	0	syn	.	gnomAD synonymous
25	NFE	399	147	122	54	22	29	2	syn	.	gnomAD synonymous
26	NFE	454	168	163	66	37	52	3	syn	.	gnomAD synonymous
27	NFE	427	120	118	56	34	39	3	syn	.	gnomAD synonymous
28	NFE	1031	270.999999999999	244.999999999999	114	43.0000000000001	65.9999999999999	8.00000000000001	syn	.	gnomAD synonymous
29	NFE	216	64.0000000000001	60	24	18	15	1	syn	.	gnomAD synonymous
3	NFE	647	245	232.000000000001	94.0000000000001	55	70.0000000000001	2	syn	.	gnomAD synonymous
30	NFE	446	124	138	62	44	30	5	syn	.	gnomAD synonymous
31	NFE	1201	358.000000000001	390.999999999999	151	87	104	7.99999999999999	syn	.	gnomAD synonymous
32	NFE	478	148	146	74	30	44	5	syn	.	gnomAD synonymous
33	NFE	991	271	250	99	70.0000000000001	92.9999999999999	12	syn	.	gnomAD synonymous
34	NFE	555	185	183	57	49	46	1	syn	.	gnomAD synonymous
35	NFE	121	41.9999999999999	28.0000000000001	16	8	10	0	syn	.	gnomAD synonymous
36	NFE	484	154	173	61	28	48	0.999999999999997	syn	.	gnomAD synonymous
37	NFE	314	113	105	48	30	32	4	syn	.	gnomAD synonymous
38	NFE	719	220	243	87.9999999999999	50	66.0000000000001	8	syn	.	gnomAD synonymous
39	NFE	341	106	104	46	30	30	4	syn	.	gnomAD synonymous
4	NFE	192	53.0000000000001	64.0000000000001	19	14	18	2	syn	.	gnomAD synonymous
40	NFE	317	104	126	50	21	32	3	syn	.	gnomAD synonymous
41	NFE	346	111	138	59	33	43	2	syn	.	gnomAD synonymous
42	NFE	637	179	196.000000000001	87.9999999999999	55.9999999999999	63	5	syn	.	gnomAD synonymous
43	NFE	355	119	105	47	19	39	1	syn	.	gnomAD synonymous
44	NFE	505	176	176	62	45	37	7	syn	.	gnomAD synonymous
45	NFE	631	190	207.000000000001	88	45	64.0000000000001	7	syn	.	gnomAD synonymous
46	NFE	827.999999999999	251.999999999999	267	123	53.9999999999999	59	3.00000000000001	syn	.	gnomAD synonymous
47	NFE	324	79.0000000000003	78.0000000000001	34	20	21	1	syn	.	gnomAD synonymous
48	NFE	362	92	76	33	16	39	4	syn	.	gnomAD synonymous
49	NFE	246	63	67.0000000000001	18	21	21	1	syn	.	gnomAD synonymous
5	NFE	495	150	139	76	32	45	0.999999999999996	syn	.	gnomAD synonymous
51	NFE	115	21.9999999999999	34.9999999999999	7.00000000000001	1.99999999999999	6	1.99999999999999	syn	.	gnomAD synonymous
52	NFE	115	34	27.9999999999999	9.00000000000001	6.00000000000001	15	1	syn	.	gnomAD synonymous
53	NFE	70.9999999999999	35	35	11	8.99999999999999	14	0	syn	.	gnomAD synonymous
54	NFE	109	38.9999999999999	28.9999999999999	6.99999999999999	8.99999999999999	6.99999999999999	2	syn	.	gnomAD synonymous
55	NFE	360	113	112	54	21	32	3	syn	.	gnomAD synonymous
56	NFE	104	30	30	16	9	12	0.999999999999999	syn	.	gnomAD synonymous
58	NFE	418	123	124	54	45	45	5	syn	.	gnomAD synonymous
59	NFE	264	82.9999999999999	85.0000000000001	37	24	23	5	syn	.	gnomAD synonymous
6	NFE	316	105	133	48	18	34	4	syn	.	gnomAD synonymous
60	NFE	867.000000000001	284.999999999999	255.999999999999	125	64	104	1.99999999999999	syn	.	gnomAD synonymous
61	NFE	1232	304.999999999999	340.999999999999	120	64	97.0000000000001	8	syn	.	gnomAD synonymous
62	NFE	981	344	344	137	75	100	3	syn	.	gnomAD synonymous
63	NFE	895.000000000001	285	296	125	58	109	9	syn	.	gnomAD synonymous
64	NFE	604	190	181	70	41	50	5	syn	.	gnomAD synonymous
65	NFE	510	161	187	89	29.0000000000001	69	7	syn	.	gnomAD synonymous
66	NFE	1147	384.999999999999	402	163	80	126	7.00000000000001	syn	.	gnomAD synonymous
67	NFE	545	160	163	72	36	77	1	syn	.	gnomAD synonymous
68	NFE	611	185	141	64	38	55	2	syn	.	gnomAD synonymous
69	NFE	164	54.9999999999999	46.9999999999999	25	13	27	0.999999999999999	syn	.	gnomAD synonymous
7	NFE	608	208	232	78	42.0000000000001	53	1	syn	.	gnomAD synonymous
70	NFE	270	85.0000000000001	84.0000000000002	42	26	28	1	syn	.	gnomAD synonymous
71	NFE	951	292	291	116	65.9999999999999	79	11	syn	.	gnomAD synonymous
72	NFE	216	69.9999999999998	48.0000000000002	26	13	20	1	syn	.	gnomAD synonymous
73	NFE	394	104	104	45	21	33	2	syn	.	gnomAD synonymous
74	NFE	449	125	158	64	45	60	3	syn	.	gnomAD synonymous
75	NFE	353	99.0000000000002	108	44	30	45	3	syn	.	gnomAD synonymous
76	NFE	473	143	157	55	37	37	2	syn	.	gnomAD synonymous
77	NFE	449	141	104	52	21	29	1	syn	.	gnomAD synonymous
78	NFE	559	164	154	52	38	50	4	syn	.	gnomAD synonymous
79	NFE	814	258	236	104	61	81	12	syn	.	gnomAD synonymous
80	NFE	407	127	152	49	25	60	3	syn	.	gnomAD synonymous
81	NFE	335	126	102	48	23	28	6	syn	.	gnomAD synonymous
82	NFE	152	30	39	22	8.99999999999999	17	0.999999999999999	syn	.	gnomAD synonymous
83	NFE	103	26	21.9999999999999	11	7	12	0	syn	.	gnomAD synonymous
